,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
cell_195,1.2918,1.8118,0.8108,1.8403,3.2704,7.3173,6.7337,5.2332,11.0255,9.9192,7.7906,12.7993,20.3110,30.9351,37.9460,35.5867,14.5244,15.0378,9.1076,20.4316,18.0278,9.6754,21.7107,43.6794,12.3969,31.6165,21.6174,37.3043,20.9794,18.9986,60.6531,13.4479,30.4263,29.2213,57.1020,32.8699,53.9055,20.7169,6.8241,33.2741,33.3847,46.6036,9.2995,20.6750,1.6363,32.6687,60.6502,34.8784,42.9790,10.4676,33.2467,73.0589,17.6837,77.4468,14.2434,44.2517,42.9514,58.8667,46.2008,41.6720,19.3654,26.1954,25.1145,34.1742,29.3389,2.6582,11.0018,73.1911,32.5197,2.5786,78.1220,31.2432,42.5148,10.9778,40.5224,80.2629,45.1501,95.2701,9.8644,21.1169,56.1562,130.5353,49.2931,137.4706,37.1821,75.8249,42.7359,24.9421,45.0631,12.4058,68.1693,25.2539,45.3626,66.0660,87.5135,20.6419,51.8071,43.8081,26.2393,51.1355
cell_196,1.2112,1.7999,1.0917,2.0645,3.2447,6.7939,6.3127,4.9884,11.1655,9.9874,7.2415,12.2712,20.1032,30.3008,37.4838,35.1401,14.0958,14.3584,9.0526,20.2633,17.6229,9.6367,21.3698,43.7216,12.3812,31.3960,21.2466,37.1744,20.5735,18.4105,60.6259,13.5417,29.7162,28.5497,56.8481,33.1076,54.4453,20.6720,6.6361,33.1145,33.8353,46.3136,9.3810,20.5028,1.8629,32.1648,60.8701,35.5587,42.6721,10.3915,33.2753,72.7804,17.7011,76.0842,14.0034,43.4328,42.6071,58.9553,45.6622,40.9309,18.7536,25.2388,24.6880,33.5184,28.4988,2.5188,10.9907,73.7207,31.9170,2.8513,77.4296,30.9764,42.6047,10.7276,39.5514,79.8333,44.5861,96.2436,9.9865,21.0450,55.7007,130.9880,48.9117,138.2641,37.6542,75.4639,42.5273,24.7944,45.2853,12.2416,68.5041,25.0696,44.8003,65.7639,88.8107,20.4424,51.9948,44.2163,26.0815,50.3872
cell_197,1.0394,1.6611,1.0340,1.8478,3.3068,7.2228,6.4679,5.2761,10.4599,9.4788,7.5105,11.7088,20.1087,29.9883,36.8468,34.8782,13.4094,14.1833,8.7316,20.0306,17.3443,9.7157,21.1285,43.1010,11.6037,30.7699,21.4101,36.4907,20.7982,18.3776,59.8267,13.5362,29.7070,28.1202,56.2219,31.8668,54.4246,20.5579,6.5826,32.4902,33.7594,45.6602,9.3669,20.3161,1.7666,31.8155,60.8403,35.4172,41.8460,10.5703,32.4691,72.9983,17.1944,76.3418,13.3407,43.3003,41.7476,58.5783,45.5632,40.7861,18.6656,24.2610,24.3969,33.4034,28.4214,2.8038,10.9344,72.6847,30.7877,2.5722,76.9796,31.0340,42.6953,10.3834,39.7103,79.2634,44.1760,94.8247,9.6569,20.1009,56.0188,130.9771,48.1535,137.1688,37.3710,74.1557,41.8655,24.3826,45.2392,12.0575,68.0211,25.0942,44.0407,64.7351,87.3654,19.9270,50.6114,44.0357,26.1677,49.3791
cell_198,1.1849,1.6002,0.8355,1.8484,2.9395,6.7856,6.3392,5.0151,10.8217,9.7647,7.1958,12.3907,19.1865,29.4332,36.8387,34.6986,14.1534,13.8236,8.8610,18.8528,17.0843,9.0718,20.1246,42.2151,11.8001,29.8710,20.8235,35.6700,19.7749,18.0852,59.0403,12.8612,29.3311,28.4141,55.2372,31.9692,53.1066,19.2756,6.3371,32.1692,32.9681,44.8358,9.2386,20.1690,1.5447,31.6413,60.1816,34.3719,40.7200,9.9977,32.6497,72.6352,17.0217,75.8519,13.7473,42.4524,41.4480,57.7772,43.8739,39.6837,18.9318,24.8898,23.5880,33.1769,28.2447,2.8226,10.0475,70.8586,31.1345,2.4952,76.9172,30.1380,41.5311,10.4797,38.7661,78.5631,43.0783,94.6310,9.5100,20.7313,55.5276,128.7956,48.4343,136.6050,36.6481,73.3186,40.9283,23.9209,43.9612,11.7865,67.0851,24.9364,42.8731,64.0483,87.3405,19.9242,49.9690,43.2750,25.8803,48.4375
cell_199,1.2219,1.8148,1.1029,1.7971,2.7143,6.5168,6.1185,4.9611,10.4403,9.2200,7.2626,11.3860,19.4006,28.8916,35.5366,33.4881,13.2545,13.9880,8.5431,19.8522,16.8275,9.4476,20.7176,42.3013,11.5105,30.0835,20.6899,34.7527,19.9229,18.2117,57.9083,13.2712,27.9321,27.1095,54.3040,31.5209,52.7636,19.8914,6.2628,31.3013,32.9395,44.4679,9.0856,19.1074,1.8066,30.1039,59.0371,34.2677,40.8307,10.1144,31.9310,70.9462,16.5576,73.4873,13.4466,42.0097,40.8651,56.9133,44.8612,39.4785,18.2268,24.0658,23.7928,32.6902,27.4152,2.5842,10.4790,70.8596,30.5467,2.6400,75.9738,29.1779,41.2914,10.2641,38.1233,78.1017,42.9996,93.0795,9.8108,19.8144,55.0048,128.5126,46.8765,135.0027,36.2330,72.0615,41.0538,23.6471,43.6650,11.8489,66.2289,23.3757,42.7309,62.2945,86.3354,19.2420,49.2221,42.3203,24.5582,47.9275
cell_200,1.1490,1.8430,1.1726,1.9477,3.2894,6.3733,5.8283,4.5634,10.0001,8.7401,7.1301,11.1798,18.5652,28.5923,35.1644,33.4368,12.8319,13.7914,8.4600,18.4561,16.3795,9.2357,19.5438,41.0339,11.4022,29.2904,20.0112,34.8790,19.0971,17.1907,56.8374,12.8507,28.2460,27.3769,53.6378,30.0649,51.7815,19.5528,6.1903,30.5233,31.7689,43.4992,8.9298,19.4889,1.9232,31.0676,58.0664,33.4945,39.8506,10.0061,30.3738,69.9313,16.0519,73.9883,12.7670,41.5682,39.6755,55.8230,43.1198,39.3515,18.0443,23.8371,22.6004,31.7118,27.0534,2.7851,10.1064,69.1737,29.8756,2.6533,74.5794,29.4491,40.0617,9.6977,37.9605,76.2870,41.4792,91.3568,9.5151,19.5536,54.0731,126.0491,46.0168,132.5533,35.2158,71.5711,39.8708,23.2744,42.2965,11.5526,65.2097,24.3543,42.0996,62.4939,83.9490,18.7645,48.9197,41.7867,25.1891,47.4979
cell_201,1.3562,1.5993,1.0096,2.0675,3.2422,6.9499,6.3264,5.2570,10.3032,9.2025,6.8707,11.1738,18.2804,27.4973,34.5778,32.5427,12.7639,13.0751,8.4812,18.4636,16.1441,8.8198,19.3287,40.4310,11.2242,28.4673,20.0513,34.3749,19.2172,17.4417,56.4125,12.7367,28.0809,26.3272,52.7105,30.3839,51.0148,18.9110,5.8090,30.7128,31.1417,42.5953,9.0496,19.7882,1.6837,29.9462,57.7086,33.0801,39.1097,9.5274,30.9310,69.1194,16.1156,71.8192,12.7830,40.0403,39.7373,55.0966,41.5370,37.7084,17.5748,22.5843,22.9277,30.7281,26.7544,2.8730,10.1680,68.4200,29.0492,2.5903,73.3731,29.0492,39.3302,10.0364,36.0631,75.4536,41.5709,90.9588,9.6466,19.2963,52.9782,123.2136,45.7027,131.0020,34.6794,69.9334,39.7369,22.8377,42.2016,11.0441,63.3806,23.8422,41.0280,59.9993,83.5579,19.0225,47.2903,41.5637,24.9419,46.0457
cell_202,1.1807,1.8729,1.2104,2.0628,3.1416,7.1652,6.5835,5.4250,10.6555,9.6234,7.5916,11.7789,18.7661,27.8521,34.3590,32.1739,13.9004,14.2114,8.8925,18.4003,16.8222,9.2244,19.7491,39.5808,11.4654,29.1287,20.4679,33.3213,18.9826,17.7729,55.6483,12.9289,27.4107,26.7278,51.3482,30.7959,50.7873,19.2787,6.7133,29.8479,31.4810,41.9747,8.8918,19.1573,1.8556,29.5514,56.6183,32.9640,38.4091,9.9206,31.0235,67.9168,16.3822,70.9788,13.3876,40.7916,38.9674,54.7787,42.0784,37.9094,17.9053,23.8600,22.7270,31.6452,26.7718,2.7369,10.2399,66.6851,29.9221,2.7633,72.5212,28.1101,39.4539,10.5593,37.1281,74.5459,40.4884,88.9731,9.5534,19.6888,52.8727,122.3007,45.0522,128.5172,35.0733,68.3734,39.3171,22.8057,41.9391,11.8777,63.7503,23.2507,39.9423,59.9789,82.4519,18.8376,47.2142,41.5527,24.1546,45.5075
cell_203,1.3311,1.6490,0.9477,2.0883,3.3604,6.9983,6.5108,5.1144,10.7458,9.7627,7.6903,12.3392,19.3905,28.7982,34.6730,33.0205,13.8781,14.1852,9.1835,19.3365,17.3284,9.4190,20.3936,40.8294,11.9304,29.9941,20.9237,34.7024,19.6146,18.2852,55.3584,13.3611,27.6907,26.9655,52.5305,30.1691,49.7994,19.6257,6.7188,30.5445,31.2485,42.7442,8.9084,19.2509,1.6620,30.2337,55.7268,32.6348,39.7622,10.1754,30.8994,66.8462,16.9580,71.4754,13.8512,40.9831,39.0541,54.2387,42.9898,38.6808,18.2476,24.3386,23.2287,31.9726,26.9144,2.7388,10.2449,66.9797,30.0686,2.6549,72.1499,29.1473,39.0694,10.5447,37.5867,74.0621,41.4197,87.8785,9.7043,20.2396,52.4752,121.8681,45.2568,127.0979,34.2784,68.4615,39.1797,23.5656,41.6694,12.1044,62.1893,23.6971,41.5231,59.3322,81.3478,19.6831,47.4007,41.4657,24.7496,46.8153
cell_204,0.9662,1.7769,0.8905,2.1372,3.1575,7.3151,6.8004,5.5466,10.8227,9.7396,7.6879,11.9506,19.7156,29.2179,35.4853,33.9006,13.6945,14.1414,8.7747,19.6331,17.3139,9.4780,20.7341,41.4005,12.2353,30.4581,21.0006,35.3594,20.1146,18.3085,56.7663,13.2787,28.8320,27.3988,53.9840,30.5066,50.8157,19.8173,6.6914,31.4545,31.8768,43.6103,9.2387,19.8681,1.8168,30.7341,57.1279,33.1827,40.9326,10.3892,30.9861,67.8081,16.9043,71.6481,13.3912,41.3194,39.7772,54.9353,43.3729,38.6234,18.1724,24.3812,24.1416,31.7485,27.9070,2.8747,10.7245,68.5468,29.7276,2.7396,71.4573,29.3413,40.0996,10.5967,36.9609,73.8443,41.7185,89.2367,9.9934,20.3676,51.6751,120.7739,46.1237,127.9366,35.3854,70.2322,39.5545,24.0694,43.1847,12.1750,63.5356,24.1968,42.5004,60.5908,82.0541,19.8213,48.1970,41.6678,25.2129,48.0980
cell_205,1.1112,1.6513,0.9641,1.7950,2.7987,6.8030,6.3915,5.0814,10.6567,9.9576,7.5529,12.5190,19.6030,29.6418,36.2247,34.0871,14.2550,14.2064,8.7159,19.6144,17.3175,9.3287,20.7780,41.9578,12.1729,30.6944,21.1477,35.6895,20.3483,18.6594,58.0918,13.4316,29.2112,28.2087,54.2442,31.5259,52.1404,20.0105,6.6439,31.4979,32.2885,44.2949,8.9135,19.5259,1.6145,30.9679,58.6188,33.7812,40.8464,10.0240,31.9401,69.4571,17.4515,72.6292,14.1743,41.3390,40.3324,56.7455,43.4363,38.8310,18.8303,25.0675,23.8925,31.8906,27.4910,2.4592,10.4383,69.9847,31.1190,2.4652,73.4818,29.7019,40.6155,10.4883,37.7676,76.0669,42.3666,90.4284,9.2727,20.7879,52.7171,122.3092,47.1822,128.8933,36.0469,71.0161,39.8688,24.4918,43.5096,11.8190,64.5301,24.2088,42.9766,61.8201,83.2271,19.9266,48.3995,41.6532,25.3807,48.1774
cell_206,1.3309,1.6379,0.9369,1.8537,2.9380,6.3168,5.7216,4.6321,10.1215,8.9838,7.1205,11.5830,19.5255,29.1925,35.7921,33.7236,13.1175,13.7711,8.6566,19.5276,16.5856,9.2896,20.6781,42.1557,11.8858,30.0200,20.2627,35.6146,19.8703,17.5077,58.1030,13.0017,28.4762,27.6751,54.7598,31.2299,52.0016,19.9384,6.2372,31.5035,32.1147,44.5570,9.1039,19.5494,1.6741,31.2266,58.0005,33.6614,41.4910,10.0465,31.5490,69.5938,16.8473,73.6607,13.3612,41.9420,40.8710,56.2997,44.3700,39.8876,17.9569,24.4814,23.9333,32.0794,27.8334,2.7025,10.7918,70.5034,29.9629,2.5233,74.2550,29.9767,40.9838,10.1198,37.9523,76.6937,42.7402,90.9717,9.5454,19.9774,53.7968,124.7742,46.9681,131.7105,35.5228,72.4051,40.5083,24.0246,43.3200,11.5547,64.8377,24.3210,43.2248,62.5286,83.3906,19.2665,48.8735,41.5407,25.3866,49.0940
cell_207,1.1372,1.6248,1.1017,2.2347,3.1348,6.5944,6.0384,4.9757,9.9290,8.7595,6.9184,10.7371,18.2334,28.3739,35.4176,33.1648,12.5351,13.2708,8.2764,18.5176,16.0232,8.9662,19.4825,41.0915,11.1927,28.7229,19.9439,34.7421,19.3797,16.9828,57.1788,12.6258,28.2396,26.9476,53.8818,30.2917,51.8423,19.5063,5.9799,31.0823,32.1046,43.8007,9.0897,19.7870,1.8346,30.3958,58.6612,33.5714,39.9962,9.6065,30.7259,69.9495,16.3426,72.7495,12.4044,40.8913,40.4004,56.3681,42.8235,38.8249,17.8258,23.1685,23.0143,31.3217,27.2659,2.7269,10.6922,70.3198,29.6424,2.8774,73.8547,29.6433,40.6346,9.8807,37.9336,76.1163,42.2400,91.8734,9.6519,19.0594,52.9348,124.6943,46.3237,131.9906,35.2424,71.1299,39.7407,23.1663,42.8130,11.4962,65.0990,24.4659,42.2977,62.3631,84.1341,18.6087,48.4105,41.9936,25.1738,46.9402
cell_208,1.3307,1.7143,1.0130,1.8665,2.8742,7.0263,6.5234,5.3415,10.3096,9.4006,7.4531,11.6045,18.0321,27.2403,35.3873,31.9033,13.3211,13.3977,8.5770,18.0341,16.2106,8.6395,19.0034,40.3889,10.9778,28.3336,19.8462,33.7580,18.7320,17.1885,56.2138,12.7652,27.4164,26.5761,52.1827,30.7227,51.4187,18.7925,6.4137,30.3440,31.9027,42.1308,8.8418,19.6573,1.6699,29.5485,57.9033,33.1146,38.2909,9.3621,30.8851,69.4021,16.0236,71.8299,12.9734,39.8449,39.3380,55.3927,41.4314,37.9232,17.9574,23.0257,22.4361,31.3407,26.7174,2.6335,10.0369,67.9133,29.8378,2.5697,73.8644,28.9417,40.0246,10.2568,37.2143,75.5759,41.2176,90.2409,9.1908,19.0205,53.3549,122.8733,45.7671,130.6245,34.8237,69.5623,39.6371,22.7390,41.9532,11.2861,64.5333,23.5752,40.1523,60.8278,83.0805,18.5939,47.5995,41.3340,24.9963,45.0045
cell_209,1.2210,1.7085,1.1954,2.1840,3.2945,6.8552,6.3420,5.0510,10.5761,9.2896,7.4271,11.9689,18.6960,27.9914,34.0194,31.6679,13.4773,13.9664,8.9218,18.6486,16.6470,9.0978,19.7340,39.6652,11.9313,29.3030,20.1574,33.1916,18.9198,17.6929,54.9504,12.7196,26.9524,26.2683,50.9025,29.9515,50.0915,18.9400,6.5130,29.6245,31.2576,41.8505,8.7513,18.7504,1.7078,29.2817,56.0771,32.9634,38.6311,9.9450,30.4447,67.7500,15.9280,70.6806,13.6767,40.0254,38.4195,54.2252,42.3713,37.8924,17.9379,23.8079,22.1625,31.3069,26.5568,3.0297,10.0308,66.5096,29.8355,2.8465,72.7002,28.0863,39.1019,10.3148,37.2936,74.5752,40.6624,88.5022,9.5973,19.5366,52.9954,122.6253,44.4475,128.7234,34.4060,67.6699,39.7579,22.6830,41.6491,11.7966,62.9857,23.0470,39.9783,59.1102,82.3596,18.8626,47.2882,41.3683,23.8643,45.6506
cell_210,1.2571,1.6693,1.0951,1.9381,3.2506,7.0646,6.5665,5.5376,10.6933,9.8037,7.4124,11.8078,19.0859,28.4426,34.5728,33.0797,13.5361,13.8184,8.9546,19.4781,16.9592,9.3732,20.4750,40.5677,11.9443,29.7118,20.9295,34.6144,19.7689,18.0853,55.0815,13.1560,28.2948,26.5198,52.7236,29.9126,49.5241,19.8173,6.6731,30.6460,31.1051,42.5114,8.9519,19.2409,1.7367,29.7280,55.4283,32.4368,40.0365,10.0402,30.2465,66.6694,16.8155,70.8185,13.4500,40.4187,38.7000,53.8621,42.6611,37.9410,17.9135,23.8302,23.9046,31.2887,26.7397,2.7348,10.3795,66.8830,29.4298,2.6448,71.5063,28.3499,38.6268,10.6389,36.4307,73.9698,40.6082,87.8736,9.7048,19.9130,52.0919,121.6064,44.3425,126.5269,34.3815,68.3871,38.9550,23.6268,41.6641,11.8392,62.1293,23.3081,41.5439,58.9805,80.5207,19.4390,47.1640,41.8993,24.6690,46.9021
cell_211,1.1551,1.8694,1.2460,1.9836,3.2479,7.0882,6.4761,5.4360,10.8415,9.6546,7.7068,12.5312,19.6034,29.0714,35.3384,33.6234,14.1373,14.3082,9.0648,19.0224,17.3436,9.4119,20.3205,40.7708,11.8582,29.9609,20.9477,34.8930,20.0974,18.2471,56.5944,12.9747,28.4256,27.7882,53.5067,31.1236,50.8042,20.1576,6.6185,30.9331,31.9223,43.1916,9.2938,19.7902,1.8484,30.6350,56.8621,33.3019,39.9643,10.0849,31.5112,67.7091,17.1076,71.4085,13.6838,40.5148,39.4206,55.6426,42.3981,37.8804,18.7319,24.7125,23.6015,31.1705,27.5174,2.8892,10.5208,68.3760,30.3556,2.7644,71.3146,29.4860,39.7408,10.8928,37.1766,73.5633,41.0879,89.3244,9.8622,20.2674,51.4297,120.3618,46.4499,126.9265,35.1407,69.6407,39.1073,24.1776,42.9203,12.2901,62.8604,24.2264,41.9501,60.4493,81.8195,19.5797,47.3037,41.1590,25.4154,47.5107
cell_212,1.1252,1.9356,1.0059,1.9533,3.2902,6.8298,6.4047,5.1336,10.7142,9.8733,7.5331,12.2615,19.6841,29.3748,35.9000,33.9049,13.9298,14.2506,8.9026,19.8025,17.6066,9.6248,20.9765,42.0163,12.1240,30.9382,21.3352,35.3662,20.0915,18.3203,57.3385,13.5152,28.5994,27.9474,54.0880,31.0470,51.7162,19.9909,6.5825,31.5840,32.0830,44.3182,8.9738,19.9993,1.8447,31.1903,57.8889,33.7571,41.1019,10.0633,31.4458,69.0790,17.0562,72.2409,13.8541,41.6826,40.7959,55.7161,44.0267,39.1316,18.7600,24.7971,24.3269,32.2056,27.6455,2.8226,10.3082,69.5563,30.5680,2.6361,73.0770,30.1277,40.4000,10.7071,38.1732,75.1314,42.2994,89.5514,9.6351,20.3660,52.7904,122.3815,47.1699,128.9055,35.7067,70.7790,40.0505,23.8415,43.2840,12.1399,63.5954,24.4034,42.9478,61.1965,82.4634,19.8073,47.9279,41.3287,25.6221,48.2629
cell_213,1.1093,1.5590,0.9891,1.8617,3.2351,6.8066,6.3618,5.1203,10.4385,9.5996,7.2436,12.0874,19.6284,29.4598,35.6131,34.0931,13.7966,14.0974,8.7564,19.5324,17.1633,9.3628,20.7005,41.8948,11.8210,30.3908,21.1745,35.8987,20.1173,18.3799,58.0393,13.4145,29.3827,27.8121,54.8633,31.2785,51.8174,20.0271,6.4209,31.5470,32.4579,44.7510,9.1494,19.7148,1.6854,31.1971,58.3207,34.2148,41.6474,10.0787,31.5817,69.6398,17.0922,73.5617,13.6146,41.6654,40.6339,56.3079,43.7512,39.3455,18.4718,24.1344,24.2756,31.9522,28.0142,2.6407,10.6504,70.2415,30.2125,2.8715,73.9051,29.9125,40.7613,10.5256,37.9035,76.2352,42.7132,90.7995,9.6820,19.9704,53.3827,124.1022,46.8816,130.5542,36.1092,72.0247,40.5601,23.8860,43.5385,11.7942,64.7965,24.4856,43.0842,62.5619,83.3905,19.7749,48.6033,42.0499,25.6931,48.8747
cell_214,1.2119,1.5810,1.0144,1.9886,2.9753,6.7384,6.3756,5.1464,10.4766,9.3512,7.3486,11.8557,19.1977,28.9193,36.0265,33.6673,13.5968,13.7546,8.7592,19.0554,16.9688,9.2119,20.3415,41.8720,11.4921,29.8909,20.6028,35.3947,19.7102,17.7814,57.9738,13.0558,28.7519,27.6687,54.4683,31.5875,52.2896,19.5477,6.3874,31.5477,32.3451,44.2389,8.9727,19.7123,1.7102,31.0241,58.7343,33.7517,40.7699,9.8513,31.9789,70.5993,16.6822,73.5976,13.2204,41.7437,40.8293,56.6816,43.4605,39.3444,18.3661,24.2876,23.8689,32.2443,28.0020,2.6542,10.5859,69.8427,30.4766,2.4525,74.3279,29.8633,40.6583,10.2926,38.1883,76.6675,42.7416,92.4718,9.4411,20.0490,53.3696,124.8004,46.9410,131.8353,35.6456,72.2095,40.1426,23.6273,43.5503,11.6840,65.2530,24.2045,42.2117,62.4165,84.3242,19.5283,48.9435,42.3660,25.2040,48.2978
cell_215,1.2225,1.7887,0.8667,2.0739,3.0122,6.6225,6.3817,5.0480,10.0497,9.2122,7.4735,11.6747,18.7410,28.8346,35.7045,33.2388,13.3545,13.7581,8.4612,19.0819,16.5855,9.3439,20.2091,41.2761,11.6099,29.6130,20.4002,34.7735,19.2961,17.7178,57.3922,12.7922,28.1296,27.2576,53.4820,31.0839,51.9865,19.4254,6.4240,30.9760,32.2643,43.8473,8.8569,19.4077,1.6915,30.1556,58.2186,33.6337,40.3037,10.0823,31.2806,69.9902,16.4479,73.2287,13.2420,41.3845,40.3477,56.1193,43.5607,39.2861,18.1666,23.9054,22.8448,32.1332,27.1687,2.7015,10.2082,69.5167,30.3731,2.7039,74.5829,29.1777,40.5242,10.2221,38.2958,76.5271,42.3334,91.4578,9.6471,19.6474,53.7250,125.6480,46.1839,132.2178,35.5716,71.0939,40.1841,23.1569,43.1575,11.7700,65.0046,23.8894,42.1190,61.8887,84.3595,19.2468,48.6836,41.6279,24.9521,47.3165
cell_216,1.1479,1.5432,1.0678,2.0052,2.9322,6.7626,6.4217,5.2543,10.2672,9.2857,7.3319,11.4592,18.4992,27.9990,35.1546,32.6233,13.1013,13.5641,8.5431,18.5476,16.3115,8.9506,19.6423,41.0180,11.8263,29.2672,19.9365,34.7546,19.1892,17.3935,56.8589,12.8175,28.1918,26.9713,53.2111,30.6791,51.2607,19.3278,6.4028,31.0867,31.5769,42.9222,9.2098,19.3261,1.7186,30.4107,57.5152,33.0960,39.6511,9.5285,30.7305,69.1436,16.2891,72.6212,13.1218,40.8218,39.7427,55.6245,42.6224,38.9014,18.0101,23.7606,23.2567,31.5670,26.7950,2.7005,10.4044,68.5572,29.7271,2.6676,73.7140,29.1410,40.0088,10.2831,37.4573,75.7345,41.5038,90.8723,9.3702,19.8939,52.9269,124.3961,45.7433,130.8732,34.9159,70.7741,39.9109,23.7162,42.0641,11.5086,64.3371,23.9162,41.2030,61.1787,83.7479,19.0463,48.4250,41.5913,25.0741,46.9272
cell_217,1.0498,1.7728,0.7516,2.0157,2.9579,6.5112,6.1556,4.9387,10.1412,9.3666,7.3883,11.6782,18.6709,28.1156,34.8418,32.2451,13.3729,13.7189,8.5655,18.6259,16.7290,8.9828,19.5921,40.5481,11.7696,29.2323,20.0957,34.2459,19.2983,17.6143,56.1440,12.8613,27.8940,26.7297,52.3976,30.6011,50.7695,19.4186,6.7320,30.3087,32.0662,42.6979,8.8918,19.0715,1.5076,29.8426,56.8754,33.3403,39.5511,9.8221,30.9139,68.4536,16.5536,71.2531,13.4502,40.0363,39.1505,55.4784,42.2292,38.2800,18.2460,23.8348,23.0734,31.1729,26.8048,2.7803,10.6268,68.4607,29.6946,2.5362,72.6068,28.6664,40.0439,10.2655,37.3912,74.9346,41.4871,90.1298,9.2956,19.6370,52.7998,123.4505,45.3185,130.0583,34.9742,69.1938,39.1969,23.3692,42.4020,11.7617,64.1553,23.4516,41.0057,60.0145,83.2197,19.0371,47.4653,41.3651,24.5808,46.3355
cell_218,1.1692,1.5324,0.6778,1.7782,2.8505,6.5891,5.9851,4.9478,10.0356,9.0975,7.0753,11.4125,18.7088,27.9135,34.9195,32.4374,13.1290,13.2165,7.9642,18.7404,16.1559,8.8766,19.8133,40.6456,11.5957,29.0785,19.7753,34.1977,19.1677,17.4213,55.5369,12.8543,27.9055,26.6391,52.4935,30.1276,50.1636,19.1377,6.1126,30.5115,31.2725,42.4825,8.7990,18.9105,1.6534,30.1225,56.4441,32.6543,39.5884,9.5038,30.5101,68.1656,16.2299,71.0266,13.0143,40.3392,38.9120,54.6804,42.5544,38.3743,17.7882,23.4221,23.2101,31.1094,26.8430,2.4437,10.6039,67.9322,29.0689,2.4912,72.0799,29.0733,39.4780,10.0140,37.3917,74.3494,41.2174,88.8930,9.4023,19.4118,51.7974,122.2016,44.8843,128.4092,34.4220,69.0929,39.2853,23.2026,41.8457,11.5226,63.3192,23.5764,41.0994,59.8616,81.4868,18.9502,47.4862,40.8337,24.5715,46.6976
cell_219,1.1015,1.7776,0.9797,2.0158,2.8224,6.4530,5.9496,4.8033,10.1446,8.9708,7.0209,11.2209,18.1249,27.5526,34.5619,32.0920,12.9284,13.3816,8.2418,18.2399,16.2432,9.0877,19.2195,39.8802,11.1719,28.6399,19.4436,33.6337,19.0407,16.7451,55.3450,12.3304,27.4064,26.3013,51.8035,30.0091,49.9965,19.1473,5.9663,29.8754,30.8773,42.3186,8.7331,18.9628,1.6954,29.6572,56.0267,32.0364,38.8637,9.6743,30.3894,67.6112,16.1638,70.4851,12.7550,39.9683,39.0370,54.5180,41.9309,37.6344,17.5241,23.3500,22.8807,30.7772,26.7002,2.4415,10.2547,67.4157,29.4332,2.6409,71.7999,28.5148,39.1316,9.7022,36.9090,74.0798,41.3198,88.5408,9.1009,19.0447,51.6362,121.3747,44.7386,127.8733,34.2812,68.6483,38.5434,22.9577,41.2523,11.1335,62.9754,23.2761,40.8792,59.6019,81.5892,18.3309,46.8239,40.3366,24.3249,46.1353
cell_220,1.1556,1.6834,0.9585,1.9084,2.9848,6.4477,5.9618,4.9229,10.0707,8.9015,7.1588,11.0238,18.1872,27.2822,34.0910,31.9640,12.7191,12.8840,8.2525,18.4065,16.0454,8.9105,19.2207,39.6459,10.9992,28.3160,19.6754,33.5903,18.7961,16.8449,54.7683,12.8998,27.2151,26.3051,51.4115,29.5864,49.8483,18.8584,6.0700,29.3955,30.7339,41.6109,8.6627,18.9581,1.6310,29.2637,55.8605,32.3562,38.4134,9.7106,29.8091,66.8905,15.6368,69.5318,12.8617,39.3241,38.5685,53.6685,41.8022,37.1874,17.5485,22.3496,22.3578,30.5248,26.1545,2.6629,10.0613,66.5283,29.2013,2.5092,71.3884,28.6743,38.7201,9.7924,36.6630,73.3985,40.7120,87.6886,8.9587,18.9050,51.4762,119.9225,44.5572,126.5469,34.0125,67.5815,38.9652,22.7693,41.1974,10.9818,62.6365,23.5011,40.3223,59.1351,80.4416,18.4355,47.1656,39.9535,24.6274,45.1634
cell_221,1.1142,1.8295,1.0349,1.9457,2.8767,6.6367,6.0608,5.0405,9.9918,8.9281,7.0183,11.3843,18.1843,27.3736,33.7722,31.8200,12.9446,13.4484,8.4284,18.1174,16.1220,8.7644,18.9615,39.0480,11.2315,28.0150,19.7540,32.9219,18.5678,17.1625,54.4993,12.7279,27.0097,26.1998,50.9200,29.7187,49.4181,18.4783,6.1634,29.5741,30.3738,41.6687,8.5640,18.8216,1.5693,28.9866,55.6778,31.7767,38.0099,9.5503,29.8095,66.4936,15.7561,69.7128,12.8625,38.9984,38.2822,53.2792,41.1465,37.0099,17.4950,22.8156,22.1253,30.1418,26.4031,2.6724,9.8801,65.4204,28.7638,2.6046,70.6924,27.8834,38.1401,10.0849,36.2853,72.6918,39.8118,86.6579,9.1192,19.1046,51.0734,119.3165,44.1734,125.1003,33.7969,66.9841,38.7873,22.4398,40.9772,11.1048,61.8402,23.1601,39.7458,58.7161,79.3890,18.0967,46.2791,40.4232,24.1716,44.9270
